race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
3395,11/4/2001,ST,1,A,0,1200,GOOD,40-15,540000,5,13,3,1,,51.5,84,14.5,,13,171.5,,
3396,11/4/2001,ST,2,A,0,1200,GOOD,80-60,950000,3,7,4,9,,21.5,146,88.5,,7,47,,
3397,11/4/2001,ST,3,A,0,1400,GOOD,60-40,700000,4,1,4,6,,14.5,14.5,60,,1,34.5,,
3398,11/4/2001,ST,4,A,0,1200,GOOD,60-40,700000,4,4,2,12,,10.1,31.5,42.5,,4,20.5,,
3399,11/4/2001,ST,5,A,0,1800,GOOD,60-40,700000,4,7,8,2,,35,16,84,,7,121,,
3400,11/4/2001,ST,6,A,1,1650,GOOD,80-60,950000,3,8,1,6,,18.5,19.5,145,,8,38.5,,
3401,11/4/2001,ST,7,A,0,1200,GOOD,G,4500000,Hong Kong Group One,1,7,5,,13,13,26.5,,1,23.5,,
3402,11/4/2001,ST,8,A,1,1650,GOOD,100-80,1400000,2,1,9,12,,21,22.5,78,,1,62,,
3403,11/4/2001,ST,9,A,0,1800,GOOD,G,6000000,Hong Kong Group One,8,3,7,,188.5,201.5,43.5,,8,1260,,
3404,11/4/2001,ST,10,A,0,1200,GOOD,100-80,1400000,2,8,4,5,,13.5,16.5,25.5,,8,34,,
3405,11/7/2001,HV,1,B,0,1000,GOOD,40-15,540000,5,11,1,7,,35.5,16.5,21.5,,11,126,,
3406,11/7/2001,HV,2,B,0,1650,GOOD,40-0,540000,5,7,9,5,,33.5,39.5,57,,7,124.5,,
3407,11/7/2001,HV,3,B,0,1650,GOOD,60-40,700000,4,4,8,5,,23.5,23,16,,4,68,,
3408,11/7/2001,HV,4,B,0,1000,GOOD,60-40,700000,4,7,1,6,,35,13,20,,7,125,,
3409,11/7/2001,HV,5,B,0,1650,GOOD,60-40,700000,4,4,11,1,,17,26,22,,4,44.5,,
3410,11/7/2001,HV,6,B,0,1650,GOOD,80-60,950000,3,4,9,11,,18,23,45.5,,4,40.5,,
3411,11/7/2001,HV,7,B,0,1800,GOOD,100-80,1400000,2,3,5,2,,14.5,22,26,,3,25.5,,
3412,11/7/2001,HV,8,B,0,1200,GOOD,80-60,950000,3,6,5,9,,60,37.5,13.5,,6,268,,
3413,11/11/2001,ST,1,B,0,1000,GOOD,60-40,700000,4,7,6,12,,15,19,14.5,,7,47.5,,
3414,11/11/2001,ST,2,B,0,1600,GOOD,40-15,540000,5,9,6,10,,30.5,47,132,,9,71,,
3415,11/11/2001,ST,3,B,0,1200,GOOD,60-40,700000,4,2,1,14,,13,12,49.5,,2,25,,
3416,11/11/2001,ST,4,B,0,1400,GOOD,60-40,700000,4,5,4,7,,344,30,31,,5,1744,,
3417,11/11/2001,ST,5,B,0,1000,GOOD,80-60,950000,3,9,2,1,,13.5,38.5,16.5,,9,28,,
3418,11/11/2001,ST,6,B,0,1600,GOOD,60-40,700000,4,7,2,8,,12,31,26.5,,7,15,,
3419,11/11/2001,ST,7,B,0,2000,GOOD,G,8000000,Hong Kong Group One,8,2,3,,24,24.5,38,,8,92.5,,
3420,11/11/2001,ST,8,B,0,1200,GOOD,80-60,950000,3,6,2,4,,11.5,13,50,,6,24,,
3421,11/11/2001,ST,9,B,0,1400,GOOD,80-60,950000,3,13,6,2,,13.5,36,19,,13,26.5,,
3422,11/11/2001,ST,10,B,0,1400,GOOD,100-80,1400000,2,5,14,8,,20.5,15.5,395,,5,49.5,,
3423,11/14/2001,HV,1,C,0,1800,GOOD,40-15,540000,5,5,3,6,,26,28.5,37,,5,71.5,,
3424,11/14/2001,HV,2,C,0,2200,GOOD,60-40,700000,4,10,2,1,,18.5,17,11.5,,10,38.5,,
3425,11/14/2001,HV,3,C,0,1200,GOOD,60-40,700000,4,7,1,5,,19.5,27,15.5,,7,68,,
3426,11/14/2001,HV,4,C,0,1200,GOOD,85-60,950000,3,8,5,2,,31,26,32,,8,97.5,,
3427,11/14/2001,HV,5,C,0,1200,GOOD,110-85,2000000,1,3,5,8,,14,11,25.5,,3,36.5,,
3428,11/14/2001,HV,6,C,0,1650,GOOD,110-85,2000000,1,1,7,11,,23,39.5,17.5,,1,63.5,,
3429,11/14/2001,HV,7,C,0,1650,GOOD,85-60,950000,3,11,1,7,,20,19,36,,11,59,,
3430,11/14/2001,HV,8,C,0,1800,GOOD,80-60,950000,3,6,8,12,,15.5,48,77,,6,35,,
3431,11/17/2001,ST,1,C,0,1400,GOOD,40-0,540000,5,1,7,10,,98,24.5,56.5,,1,260,,
3432,11/17/2001,ST,2,C,0,1600,GOOD,60-40,700000,4,12,6,1,,21.5,37,20.5,,12,59.5,,
3433,11/17/2001,ST,3,A,1,1200,GOOD,60-40,700000,4,3,5,6,,20,57,48,,3,63.5,,
3434,11/17/2001,ST,4,C,0,1400,GOOD,60-40,700000,4,1,3,8,,63.5,28,68,,1,276.5,,
3435,11/17/2001,ST,5,C,0,1400,GOOD,85-60,950000,3,4,2,6,,13.5,32.5,41,,4,33.5,,
3436,11/17/2001,ST,6,A,1,1650,GOOD,80-60,950000,3,9,8,5,,141,30.5,23,,9,611,,
3437,11/17/2001,ST,7,C,0,1200,GOOD,80-60,950000,3,5,2,7,,10.5,14,32.5,,5,14,,
3438,11/17/2001,ST,8,C,0,1400,GOOD,G,2000000,Hong Kong Group Three,10,9,5,,22.5,27,18.5,,10,54.5,,
3439,11/17/2001,ST,9,A,1,1200,GOOD,100-80,1400000,2,10,9,3,,33.5,23,13.5,,10,193.5,,
3440,11/17/2001,ST,10,C,0,1800,GOOD,105-80,1400000,2,4,5,7,,10.5,131.5,23,,4,19.5,,
3441,11/21/2001,HV,1,A,0,1650,GOOD,40-15,540000,5,2,8,12,,15.5,18.5,32.5,,2,35.5,,
3442,11/21/2001,HV,2,A,0,1200,GOOD,40-15,540000,5,3,4,1,,55.5,19,14.5,,3,147.5,,
3443,11/21/2001,HV,3,A,0,1650,GOOD,60-40,700000,4,11,6,10,,21,12.5,21.5,,11,65.5,,
3444,11/21/2001,HV,4,A,0,1200,GOOD,60-40,700000,4,2,6,7,,32,18.5,128.5,,2,80,,
3445,11/21/2001,HV,5,A,0,1000,GOOD,80-60,950000,3,1,9,10,,12.5,19,17.5,,1,35.5,,
3446,11/21/2001,HV,6,A,0,1800,GOOD,60-40,700000,4,2,4,5,,36.5,16,54.5,,2,118,,
3447,11/21/2001,HV,7,A,0,1650,GOOD,80-60,950000,3,7,3,2,,22,46,12.5,,7,84,,
3448,11/21/2001,HV,8,A,0,1200,GOOD,80-60,950000,3,1,6,5,,36,26.5,18.5,,1,148.5,,
3449,11/25/2001,ST,1,C+3,0,1000,GOOD,60-40,700000,4,5,11,2,,10.1,19.5,33.5,,5,15,,
3450,11/25/2001,ST,2,C+3,0,1200,GOOD,60-40,700000,4,12,7,10,,18,15,28,,12,54.5,,
3451,11/25/2001,ST,3,C+3,0,1000,GOOD,105-80,1400000,2,4,3,7,,19,16.5,51.5,,4,100.5,,
3452,11/25/2001,ST,4,C+3,0,1800,GOOD,40-0,540000,5,10,1,13,,15,23,40,,10,42.5,,
3453,11/25/2001,ST,5,C+3,0,1400,GOOD,60-40,700000,4,14,1,4,,28,12,29,,14,145,,
3454,11/25/2001,ST,6,C+3,0,1600,GOOD,60-40,700000,4,1,6,10,,12,22,34,,1,19,,
3455,11/25/2001,ST,7,C+3,0,1600,GOOD,100-80,1400000,2,6,8,5,,65,37,24,,6,324,,
3456,11/25/2001,ST,8,C+3,0,1800,GOOD,80-60,950000,3,1,13,10,,17.5,61,21,,1,43,,
3457,11/25/2001,ST,9,C+3,0,1000,GOOD,80-60,950000,3,11,9,6,,11,73.5,27.5,,11,14.5,,
3458,11/25/2001,ST,10,C+3,0,1400,GOOD,80-60,950000,3,1,9,13,,23.5,64.5,390.5,,1,63.5,,
3459,11/28/2001,HV,1,B,0,1000,GOOD,40-15,540000,5,8,6,10,,17,15,25,,8,53.5,,
3460,11/28/2001,HV,2,B,0,1650,GOOD,60-40,700000,4,10,6,2,,22,28,30,,10,73.5,,
3461,11/28/2001,HV,3,B,0,1000,GOOD,60-40,700000,4,7,3,1,,13.5,16.5,19.5,,7,25.5,,
3462,11/28/2001,HV,4,B,0,1200,GOOD,60-40,700000,4,3,10,8,,27,19,45.5,,3,96.5,,
3463,11/28/2001,HV,5,B,0,1200,GOOD,80-60,950000,3,12,11,9,,26.5,15.5,34.5,,12,100,,
3464,11/28/2001,HV,6,B,0,1650,GOOD,80-60,950000,3,3,9,2,,28.5,25.5,17,,3,87.5,,
3465,11/28/2001,HV,7,B,0,1650,GOOD,100-80,1400000,2,10,4,5,,14.5,50.5,144.5,,10,31,,
3466,11/28/2001,HV,8,B,0,1650,GOOD,80-60,950000,3,11,5,7,,12.5,26.5,22.5,,11,23.5,,
3467,12/2/2001,ST,1,A,0,1400,GOOD,40-20,540000,5,8,6,12,,39.5,55,40.5,,8,116.5,,
3468,12/2/2001,ST,2,A,0,1200,GOOD,60-40,700000,4,10,3,5,,20.5,19,15,,10,49,,
3469,12/2/2001,ST,3,A,0,1600,GOOD,80-60,950000,3,7,2,9,,67.5,32,14,,7,348.5,,
3470,12/2/2001,ST,4,A,0,2000,GOOD TO FIRM,60-40,700000,4,4,2,5,,14,53.5,37.5,,4,29,,
3471,12/2/2001,ST,5,A,0,1200,GOOD TO FIRM,100-80,1400000,2,4,11,10,,12,17,30.5,,4,21.5,,
3472,12/2/2001,ST,6,A,0,1400,GOOD TO FIRM,60-40,700000,4,7,5,3,,29,64,19.5,,7,80,,
3473,12/2/2001,ST,7,A,0,1400,GOOD TO FIRM,G,6000000,Hong Kong Group One,1,7,2,,14.5,31,11,,1,31,,
3474,12/2/2001,ST,8,A,0,2000,GOOD TO FIRM,G,16000000,Hong Kong Group One,1,14,3,,12,73.5,17,,1,18,,
3475,12/2/2001,ST,9,A,0,1200,GOOD TO FIRM,80-60,950000,3,7,8,11,,10.5,162,16,,7,26,,
3476,12/2/2001,ST,10,A,0,1400,GOOD TO FIRM,80-60,950000,3,4,8,11,,50.5,14.5,11,,4,198.5,,
3477,12/5/2001,ST,1,A,1,1200,WET SLOW,40-0,540000,5,11,7,4,,20.5,15,17.5,,11,65.5,,
3478,12/5/2001,ST,2,A,1,1800,GOOD,40-10,540000,5,7,5,12,,24,23.5,33,,7,79.5,,
3479,12/5/2001,ST,3,A,1,1650,GOOD,100-80,1400000,2,4,1,2,,16.5,21,18.5,,4,44.5,,
3480,12/5/2001,ST,4,A,1,1200,GOOD,60-40,700000,4,11,8,4,,30,61.5,29.5,,11,98.5,,
3481,12/5/2001,ST,5,A,1,1200,GOOD,80-60,950000,3,11,6,8,,48.5,26,55,,11,180.5,,
3482,12/5/2001,ST,6,A,1,1650,GOOD,60-40,700000,4,9,13,7,,11.5,52.5,16.5,,9,25.5,,
3483,12/5/2001,ST,7,A,1,1800,GOOD,80-60,950000,3,14,3,10,,40.5,18.5,12.5,,14,113,,
3484,12/5/2001,ST,8,A,1,1200,GOOD,85-60,950000,3,4,3,5,,22.5,13,31,,4,61,,
3485,12/9/2001,ST,1,A+3,0,1000,GOOD,60-40,700000,4,6,4,12,,31,16,273,,6,84,,
3486,12/9/2001,ST,2,A+3,0,1200,GOOD,60-40,700000,4,5,14,2,,10.5,41,21,,5,20,,
3487,12/9/2001,ST,3,A+3,0,1400,GOOD,60-40,700000,4,4,6,7,,18.5,83.5,15,,4,38.5,,
3488,12/9/2001,ST,4,A+3,0,1600,GOOD,40-15,540000,5,8,14,13,,21.5,17.5,39,,8,70.5,,
3489,12/9/2001,ST,5,A+3,0,1200,GOOD,80-60,950000,3,2,14,3,,10.5,30.5,31,,2,14,,
3490,12/9/2001,ST,6,A+3,0,1600,GOOD,60-40,700000,4,11,2,4,,27,66.5,53.5,,11,84.5,,
3491,12/9/2001,ST,7,A+3,0,1600,GOOD,80-60,950000,3,5,2,7,,10.1,84,62,,5,17.5,,
3492,12/9/2001,ST,8,A+3,0,1400,GOOD,110-90,2000000,1,7,5,8,,12,23.5,14,,7,26.5,,
3493,12/9/2001,ST,9,A+3,0,1800,GOOD,90+,2400000,Hong Kong Group Three,1,8,10,,26.5,54.5,37,,1,70,,
3494,12/9/2001,ST,10,A+3,0,1400,GOOD,90-70,1400000,2,5,10,6,,16,24.5,11.5,,5,41,,
3495,12/12/2001,HV,1,C,0,1200,GOOD,40-15,540000,5,8,12,2,,24.5,24,30.5,,8,73.5,,
3496,12/12/2001,HV,2,C,0,1200,GOOD,60-40,700000,4,3,11,5,,24.5,23,15.5,,3,96,,
3497,12/12/2001,HV,3,C,0,1650,GOOD,60-40,700000,4,5,1,10,,12,30,32.5,,5,23.5,,
3498,12/12/2001,HV,4,C,0,1200,GOOD,80-60,950000,3,3,12,5,,33,14.5,26.5,,3,104,,
3499,12/12/2001,HV,5,C,0,1800,GOOD,65-40,700000,4,8,6,9,,55,28.5,28.5,,8,236.5,,
3500,12/12/2001,HV,6,C,0,1650,GOOD,80-60,950000,3,10,9,6,,33,40,47,,10,101,,
3501,12/12/2001,HV,7,C,0,1000,GOOD,95-75,1400000,2,6,9,3,,18,32,90,,6,53,,
3502,12/12/2001,HV,8,C,0,1800,GOOD,95-75,1400000,2,9,12,4,,11.5,18,21,,9,26,,
3503,12/17/2001,ST,1,B+2,0,2000,GOOD,40-15,540000,5,10,6,1,,18.5,14,18,,10,58.5,,
3504,12/17/2001,ST,2,B+2,0,1200,GOOD,40-15,540000,5,12,13,1,,60.5,40.5,14,,12,187,,
3505,12/17/2001,ST,3,B+2,0,1000,GOOD,90+,2400000,Hong Kong Group Three,5,6,3,,17,10.1,30,,5,73,,
3506,12/17/2001,ST,4,B+2,0,1600,GOOD,60-40,700000,4,5,6,11,,18.5,75.5,91.5,,5,48,,
3507,12/17/2001,ST,5,B+2,0,1400,GOOD,65-40,700000,4,3,8,6,,19.5,28,20.5,,3,45.5,,
3508,12/17/2001,ST,6,B+2,0,1200,GOOD,60-40,700000,4,8,4,1,,16.5,16,43.5,,8,41,,
3509,12/17/2001,ST,7,B+2,0,1400,GOOD,60-40,700000,4,8,5,12,,23,18,27.5,,8,56,,
3510,12/17/2001,ST,8,B+2,0,1600,GOOD,80-60,950000,3,8,11,7,,20,15.5,29,,8,69,,
3511,12/17/2001,ST,9,B+2,0,1200,GOOD,80-60,950000,3,5,14,12,,27.5,15,13.5,,5,91,,
3512,12/17/2001,ST,10,B+2,0,1600,GOOD,100-80,1400000,2,2,12,1,,63.5,27,49.5,,2,236,,
3513,12/23/2001,ST,1,C,0,1000,GOOD,G,750000,Griffin Race,8,7,2,,21,22.5,73,,8,130.5,,
3514,12/23/2001,ST,2,C,0,1400,GOOD,40-0,540000,5,7,4,6,,38.5,24,41,,7,121,,
3515,12/23/2001,ST,3,C,0,1000,GOOD,60-40,700000,4,13,2,10,,56.5,11,120,,13,216,,
3516,12/23/2001,ST,4,A,1,1200,GOOD,60-40,700000,4,2,9,4,,21.5,40,47,,2,59,,
3517,12/23/2001,ST,5,C,0,1600,GOOD,40-15,540000,5,9,2,1,,47.5,61,20,,9,166.5,,
3518,12/23/2001,ST,6,C,0,1800,GOOD,60-40,700000,4,3,1,7,,18,27,42.5,,3,45,,
3519,12/23/2001,ST,7,A,1,1200,GOOD,80-60,950000,3,6,2,9,,27,33,25.5,,6,79.5,,
3520,12/23/2001,ST,8,C,0,1600,GOOD,G,3000000,Hong Kong Group Two,4,5,3,,30.5,17,18.5,,4,66.5,,
3521,12/23/2001,ST,9,A,1,1200,GOOD,100-80,1400000,2,6,2,1,,22.5,13,44,,6,63.5,,
3522,12/23/2001,ST,10,C,0,1800,GOOD,80-60,950000,3,7,14,5,,12,23,71.5,,7,18.5,,
3523,12/23/2001,ST,11,C,0,1400,GOOD,85-60,950000,3,3,9,12,,16.5,23.5,24,,3,39.5,,
3524,12/26/2001,HV,1,C+3,0,1000,GOOD TO YIELDING,40-15,540000,5,6,8,9,,16.5,27,42,,6,40,,
3525,12/26/2001,HV,2,C+3,0,1200,GOOD TO YIELDING,60-40,700000,4,3,9,10,,19.5,24,26,,3,42,,
3526,12/26/2001,HV,3,C+3,0,1000,GOOD TO YIELDING,85-60,950000,3,8,2,10,,17,20.5,80.5,,8,42.5,,
3527,12/26/2001,HV,4,C+3,0,1650,GOOD TO YIELDING,40-0,540000,5,11,7,10,,26,31.5,44.5,,11,83.5,,
3528,12/26/2001,HV,5,C+3,0,1200,GOOD TO YIELDING,60-40,700000,4,3,6,10,,21,40,40.5,,3,75.5,,
3529,12/26/2001,HV,6,C+3,0,1650,GOOD TO YIELDING,60-40,700000,4,9,12,1,,109.5,26.5,14.5,,9,495.5,,
3530,12/26/2001,HV,7,C+3,0,1650,GOOD TO YIELDING,80-60,950000,3,6,1,10,,142,29,78,,6,554,,
3531,12/26/2001,HV,8,C+3,0,1200,GOOD TO YIELDING,80-60,950000,3,5,7,11,,14,23.5,16.5,,5,27,,
3532,12/30/2001,HV,1,A,0,1000,GOOD,60-40,700000,4,3,10,12,,14.5,15,34,,3,39,,
3533,12/30/2001,HV,2,A,0,1650,GOOD,40-15,540000,5,2,6,9,,24.5,16,21,,2,86.5,,
3534,12/30/2001,HV,3,A,0,1650,GOOD,60-40,700000,4,1,2,5,,16.5,17,34,,1,45,,
3535,12/30/2001,HV,4,A,0,1200,GOOD,40-15,540000,5,10,2,7,,30,14.5,21.5,,10,108.5,,
3536,12/30/2001,HV,5,A,0,1800,GOOD,60-40,700000,4,1,4,2,,16.5,29,38,,1,40.5,,
3537,12/30/2001,HV,6,A,0,1650,GOOD,85-60,950000,3,2,6,12,,20,35,25,,2,44,,
3538,12/30/2001,HV,7,A,0,1200,GOOD,80-60,950000,3,11,10,3,,46.5,28,17.5,,11,177,,
3539,12/30/2001,HV,8,A,0,1800,GOOD,80-60,950000,3,5,4,2,,30,48,18,,5,111.5,,
3540,12/30/2001,HV,9,A,0,1200,GOOD,105-80,1400000,2,8,2,5,,30,18.5,29.5,,8,135.5,,
3541,12/30/2001,HV,10,A,0,1650,GOOD,110-85,2000000,1,10,8,9,,16.5,42.5,47.5,,10,34,,
3542,1/2/2002,HV,1,B,0,1650,GOOD TO YIELDING,60-40,700000,4,2,10,8,,41,17.5,19.5,,2,163,,
3543,1/2/2002,HV,2,B,0,1200,GOOD TO YIELDING,60-40,700000,4,5,6,2,,13.5,23,29,,5,29.5,,
3544,1/2/2002,HV,3,B,0,1200,GOOD TO YIELDING,80-60,950000,3,8,6,1,,17,15.5,57.5,,8,47,,
3545,1/2/2002,HV,4,B,0,1800,GOOD TO YIELDING,40-10,540000,5,6,5,10,,105.5,26,24,,6,393.5,,
3546,1/2/2002,HV,5,B,0,1650,GOOD TO YIELDING,60-40,700000,4,10,8,6,,19,27.5,20.5,,10,57,,
3547,1/2/2002,HV,6,B,0,1200,GOOD TO YIELDING,60-40,700000,4,8,10,5,,92.5,33,52.5,,8,423,,
3548,1/2/2002,HV,7,B,0,2200,GOOD TO YIELDING,105-80,1400000,2,4,2,7,,14,21.5,33,,4,37.5,,
3549,1/2/2002,HV,8,B,0,1650,GOOD TO YIELDING,80-60,950000,3,7,12,6,,35,20,70.5,,7,175.5,,
3550,1/5/2002,ST,1,C+3,0,1600,GOOD,60-40,700000,4,7,4,11,,13.5,52.5,32.5,,7,32,,
3551,1/5/2002,ST,2,A,1,1200,WET SLOW,40-15,540000,5,1,2,6,,14,32,19,,1,27.5,,
3552,1/5/2002,ST,3,A,1,1200,WET SLOW,60-40,700000,4,4,7,9,,23.5,21,33.5,,4,89.5,,
3553,1/5/2002,ST,4,C+3,0,1400,GOOD,60-40,700000,4,7,6,10,,18.5,16,280.5,,7,41.5,,
3554,1/5/2002,ST,5,A,1,1800,WET SLOW,60-35,700000,4,13,3,5,,30.5,13.5,87.5,,13,99,,
3555,1/5/2002,ST,6,A,1,1650,WET SLOW,80-60,950000,3,5,10,3,,34.5,30,42,,5,125,,
3556,1/5/2002,ST,7,C+3,0,1000,GOOD,100-80,1400000,2,9,2,1,,16.5,10.5,12.5,,9,55.5,,
3557,1/5/2002,ST,8,C+3,0,1000,GOOD,80-60,950000,3,9,10,2,,14.5,79,119,,9,42.5,,
3558,1/5/2002,ST,9,C+3,0,1400,GOOD,105-80,1400000,2,6,2,5,,13,18.5,47.5,,6,24,,
3559,1/5/2002,ST,10,C+3,0,1400,GOOD,80-60,950000,3,7,9,1,,17.5,20.5,88,,7,60.5,,
3560,1/9/2002,HV,1,C,0,1000,GOOD,60-40,700000,4,8,4,9,,28.5,41.5,23,,8,86,,
3561,1/9/2002,HV,2,C,0,1650,GOOD,40-15,540000,5,9,3,10,,36.5,34,48,,9,128,,
3562,1/9/2002,HV,3,C,0,1200,GOOD,40-0,540000,5,4,3,9,,47,15.5,32.5,,4,185.5,,
3563,1/9/2002,HV,4,C,0,1200,GOOD,60-40,700000,4,4,12,3,,19,40,16,,4,50.5,,
3564,1/9/2002,HV,5,C,0,1650,GOOD,60-40,700000,4,7,4,2,,22,23.5,33.5,,7,55,,
3565,1/9/2002,HV,6,C,0,1200,GOOD,80-60,950000,3,2,10,11,,30.5,41,18,,2,73,,
3566,1/9/2002,HV,7,C,0,1200,GOOD,85-60,950000,3,8,6,9,,16,58.5,141,,8,30.5,,
3567,1/9/2002,HV,8,C,0,1650,GOOD,80-60,950000,3,7,3,1,,35,33.5,76.5,,7,115,,
3568,1/13/2002,ST,1,A,0,1400,GOOD,40-20,540000,5,11,5,1,,23,50.5,66.5,,11,65,,
3569,1/13/2002,ST,2,A,0,1200,GOOD,60-40,700000,4,7,12,5,,24,20.5,41.5,,7,48.5,,
3570,1/13/2002,ST,3,A,0,1400,GOOD,60-40,700000,4,14,1,3,,45.5,27,111,,14,192.5,,
3571,1/13/2002,ST,4,A,0,1600,GOOD,60-40,700000,4,12,6,9,,19,26,141,,12,43,,
3572,1/13/2002,ST,5,A,0,1800,GOOD,100-80,1400000,2,5,7,9,,14,22.5,46,,5,34.5,,
3573,1/13/2002,ST,6,A,0,1400,GOOD,80-60,950000,3,6,5,2,,13,20,33.5,,6,19,,
3574,1/13/2002,ST,7,A,0,1200,GOOD,G,3000000,Hong Kong Group Two,9,7,2,,20.5,48.5,14,,9,77,,
3575,1/13/2002,ST,8,A,0,2000,GOOD,G,14000000,Group One,4,2,3,,27,37,27.5,,4,111.5,,
3576,1/13/2002,ST,9,A,0,1200,GOOD,80-60,950000,3,9,12,4,,19,58.5,97.5,,9,48,,
3577,1/13/2002,ST,10,A,0,1800,GOOD,80-60,950000,3,4,1,7,,22,12,51.5,,4,78,,
3578,1/16/2002,ST,1,C+3,0,1000,GOOD,G,750000,Griffin Race,2,9,7,,35,13,18,,2,196,,
3579,1/16/2002,ST,2,C+3,0,1000,GOOD,40-15,540000,5,3,14,2,,21.5,55.5,67,,3,52,,
3580,1/16/2002,ST,3,A,1,1650,WET SLOW,40-0,540000,5,11,2,9,,24.5,28,36.5,,11,102,,
3581,1/16/2002,ST,4,C+3,0,1000,GOOD,60-40,700000,4,5,14,3,,22,63.5,23.5,,5,57,,
3582,1/16/2002,ST,5,C+3,0,1400,GOOD,60-40,700000,4,5,2,12,,26.5,13.5,14.5,,5,104.5,,
3583,1/16/2002,ST,6,A,1,1200,WET SLOW,60-40,700000,4,5,7,8,,47,31,14,,5,232.5,,
3584,1/16/2002,ST,7,A,1,1650,WET SLOW,60-40,700000,4,3,7,13,,14,29.5,20,,3,31.5,,
3585,1/16/2002,ST,8,A,1,1200,WET SLOW,80-60,950000,3,10,4,1,,25.5,62.5,45,,10,74.5,,
3586,1/16/2002,ST,9,A,1,1200,WET SLOW,80-60,950000,3,2,11,6,,13.5,14,50,,2,35,,
3587,1/16/2002,ST,10,A,1,1650,WET SLOW,105-80,1400000,2,6,5,1,,16,18,25.5,,6,39,,
3588,1/16/2002,ST,11,C+3,0,1600,GOOD,85-60,950000,3,12,10,1,,23,14,18.5,,12,68,,
3589,1/20/2002,ST,1,A+3,0,1400,GOOD,60-40,700000,4,1,5,2,,16,34,14.5,,1,44,,
3590,1/20/2002,ST,2,A+3,0,1800,GOOD,40-15,540000,5,5,3,9,,19.5,23.5,29,,5,61,,
3591,1/20/2002,ST,3,A+3,0,1800,GOOD,60-40,700000,4,2,8,4,,31.5,24.5,20,,2,121.5,,
3592,1/20/2002,ST,4,A+3,0,1200,GOOD,60-40,700000,4,1,7,3,,11.5,28.5,21,,1,19.5,,
3593,1/20/2002,ST,5,A+3,0,1200,GOOD,80-60,950000,3,7,5,2,,33,80,19,,7,105.5,,
3594,1/20/2002,ST,6,A+3,0,2400,GOOD,80+,2400000,Hong Kong Group Three,2,6,5,,20.5,19,15.5,,2,58,,
3595,1/20/2002,ST,7,A+3,0,1400,GOOD,80-60,950000,3,14,9,10,,14,23,14.5,,14,39.5,,
3596,1/20/2002,ST,8,A+3,0,1600,GOOD,G,12000000,Group One,3,9,2,,17,92,14.5,,3,56,,
3597,1/20/2002,ST,9,A+3,0,1200,GOOD,105-80,1400000,2,9,8,12,,22.5,67,27,,9,55.5,,
3598,1/20/2002,ST,10,A+3,0,1400,GOOD,100-80,1400000,2,8,1,13,,15,179.5,236,,8,27,,
3599,1/23/2002,HV,1,A,0,1650,GOOD,40-15,540000,5,7,11,10,,36.5,24.5,121.5,,7,125,,
3600,1/23/2002,HV,2,A,0,1200,GOOD,40-0,540000,5,10,2,9,,21,25.5,14.5,,10,54.5,,
3601,1/23/2002,HV,3,A,0,1650,GOOD,60-40,700000,4,11,5,2,,20.5,26.5,64.5,,11,58.5,,
3602,1/23/2002,HV,4,A,0,1000,GOOD,60-40,700000,4,4,10,8,,34.5,51.5,21.5,,4,97.5,,
3603,1/23/2002,HV,5,A,0,1650,GOOD TO YIELDING,60-40,700000,4,12,7,3,,16.5,21,23.5,,12,35.5,,
3604,1/23/2002,HV,6,A,0,1000,GOOD TO YIELDING,80-60,950000,3,6,4,8,,14,24.5,38,,6,20,,
3605,1/23/2002,HV,7,A,0,1800,GOOD TO YIELDING,90-70,1400000,2,2,7,1,,41.5,27.5,55.5,,2,119,,
3606,1/23/2002,HV,8,A,0,1650,GOOD TO YIELDING,80-60,950000,3,6,8,9,,44,16.5,23.5,,6,192,,
3607,1/26/2002,ST,1,B+2,0,1200,GOOD,40-15,540000,5,8,10,9,,14.5,18.5,52.5,,8,30.5,,
3608,1/26/2002,ST,2,B+2,0,1200,GOOD,60-40,700000,4,12,5,7,,16,23,20.5,,12,48,,
3609,1/26/2002,ST,3,B+2,0,1400,GOOD TO FIRM,40-15,540000,5,10,11,14,,32.5,16.5,21,,10,92,,
3610,1/26/2002,ST,4,B+2,0,1400,GOOD TO FIRM,60-40,700000,4,1,6,13,,83.5,17.5,37,,1,548,,
3611,1/26/2002,ST,5,A,1,1200,GOOD,60-40,700000,4,1,8,6,,120,42,14,,1,490.5,,
3612,1/26/2002,ST,6,B+2,0,1600,GOOD TO FIRM,60-40,700000,4,1,4,3,,26,13.5,61.5,,1,79,,
3613,1/26/2002,ST,7,B+2,0,1200,GOOD TO FIRM,80-60,950000,3,2,5,12,,12,28.5,115.5,,2,17.5,,
3614,1/26/2002,ST,8,B+2,0,1600,GOOD TO FIRM,100-80,1400000,2,10,7,1,,15.5,14.5,17,,10,36,,
3615,1/26/2002,ST,9,A,1,1650,GOOD,80-60,950000,3,9,2,5,,17.5,14,40,,9,39,,
3616,1/26/2002,ST,10,B+2,0,1400,GOOD TO FIRM,80-60,950000,3,2,9,12,,18,154,21,,2,47.5,,
3617,1/30/2002,HV,1,B,0,1800,GOOD,40-0,540000,5,1,6,8,,22.5,32,57,,1,60.5,,
